ad_id,platform,target_audience,creative_theme,status,start_date,days_running,spend,revenue,roas,audit_status,contribution,explanation,source_pointer
AD-0711,YouTube,M 25-34,Infographic,Completed,2025-05-04,35,108454.89,7636821.73,70.41,Not flagged,0.00,Excluded: roas_below_one.,/710
AD-0712,Instagram,F 35-44,Celebrity Endorsement,Completed,2025-11-28,24,125487.78,4253217.62,33.89,Not flagged,0.00,Excluded: roas_below_one.,/711
AD-0713,Meta,F 25-34,Infographic,Completed,2025-03-27,80,189364.86,190412.67,1.01,Not flagged,0.00,Excluded: roas_below_one.,/712
AD-0714,Google,F 35-44,Doctor Trust,Completed,2025-11-10,8,68640.1,1342058.45,19.55,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/713
AD-0715,Google,M 25-34,Product Demo,Paused,2025-11-13,41,64548.82,9473239.32,146.76,Not flagged,0.00,Excluded: roas_below_one.,/714
AD-0716,YouTube,M 35-44,Infographic,Paused,2025-04-23,59,92830.66,16586990.05,178.68,Not flagged,0.00,Excluded: roas_below_one.,/715
AD-0717,YouTube,F 18-24,UGC Style,Completed,2025-06-12,16,194903.9,59614412.67,305.87,Not flagged,0.00,Excluded: roas_below_one.,/716
AD-0718,Google,F 25-34,Lifestyle,Active,2025-02-24,10,162537.01,873647.83,5.38,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/717
AD-0719,Instagram,F 18-24,Before/After,Active,2025-01-19,69,122724.33,62788686.8,511.62,Not flagged,0.00,Excluded: roas_below_one.,/718
AD-0720,Instagram,M 18-24,Infographic,Paused,2025-02-06,62,10312.52,1024637.02,99.36,Not flagged,0.00,Excluded: roas_below_one.,/719
AD-0721,Google,F 35-44,Before/After,Paused,2025-07-03,6,25869.95,3587792.01,138.69,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/720
AD-0722,Instagram,F 18-24,Doctor Trust,Paused,2025-08-20,57,133718.3,2049098.76,15.32,Not flagged,0.00,Excluded: roas_below_one.,/721
AD-0723,Google,M 35-44,Celebrity Endorsement,Active,2025-03-20,80,33900.48,2224969.45,65.63,Not flagged,0.00,Excluded: roas_below_one.,/722
AD-0724,Instagram,F 35-44,Testimonial,Active,2025-08-19,45,139173.77,15012346.2,107.87,Not flagged,0.00,Excluded: roas_below_one.,/723
AD-0725,Meta,M 25-34,Lifestyle,Paused,2025-11-07,35,114816.29,15216784.32,132.53,Not flagged,0.00,Excluded: roas_below_one.,/724
AD-0726,Meta,F 25-34,Doctor Trust,Completed,2025-02-25,90,76217.12,2412047.97,31.65,Not flagged,0.00,Excluded: roas_below_one.,/725
AD-0727,YouTube,F 18-24,Before/After,Active,2025-11-13,85,99786.13,17155476.05,171.92,Not flagged,0.00,Excluded: roas_below_one.,/726
AD-0728,YouTube,M 25-34,UGC Style,Paused,2025-04-06,2,52053.91,3186583.09,61.22,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/727
AD-0729,YouTube,F 25-34,Doctor Trust,Paused,2025-03-18,90,59963.18,10395724.26,173.37,Not flagged,0.00,Excluded: roas_below_one.,/728
AD-0730,Meta,M 25-34,Testimonial,Completed,2025-03-12,34,132262.21,3712103.27,28.07,Not flagged,0.00,Excluded: roas_below_one.,/729
AD-0731,Google,F 35-44,UGC Style,Paused,2025-04-15,8,192879.36,9834162.86,50.99,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/730
AD-0732,Google,F 25-34,Product Demo,Active,2025-09-28,23,79271.37,798259.16,10.07,Not flagged,0.00,Excluded: roas_below_one.,/731
AD-0733,Meta,F 35-44,UGC Style,Active,2025-07-19,33,90183.84,439298.62,4.87,Not flagged,0.00,Excluded: roas_below_one.,/732
AD-0734,Meta,M 18-24,Product Demo,Paused,2025-02-15,78,16755.29,287899.83,17.18,Not flagged,0.00,Excluded: roas_below_one.,/733
AD-0735,Instagram,M 25-34,Product Demo,Paused,2025-05-26,18,78629.99,530981.85,6.75,Not flagged,0.00,Excluded: roas_below_one.,/734
AD-0736,Meta,M 25-34,Testimonial,Completed,2025-11-20,5,123839.26,35736433.52,288.57,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/735
AD-0737,Google,F 35-44,Before/After,Active,2025-08-18,66,45626.41,1263153.87,27.68,Not flagged,0.00,Excluded: roas_below_one.,/736
AD-0738,Meta,F 25-34,Lifestyle,Completed,2025-06-17,21,138060.93,3241700.27,23.48,Not flagged,0.00,Excluded: roas_below_one.,/737
AD-0739,YouTube,F 35-44,Celebrity Endorsement,Completed,2025-02-08,61,34365.27,328965.23,9.57,Not flagged,0.00,Excluded: roas_below_one.,/738
AD-0740,Meta,F 25-34,Doctor Trust,Active,2025-01-22,18,84693.02,5447159.84,64.32,Not flagged,0.00,Excluded: roas_below_one.,/739
AD-0741,Google,F 25-34,Infographic,Paused,2025-03-19,66,189248.28,9979730.84,52.73,Not flagged,0.00,Excluded: roas_below_one.,/740
AD-0742,YouTube,M 18-24,Product Demo,Paused,2025-09-27,61,93978.54,826347.66,8.79,Not flagged,0.00,Excluded: roas_below_one.,/741
AD-0743,Google,M 35-44,Infographic,Active,2025-10-20,1,195929.01,1169263.2,5.97,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/742
AD-0744,YouTube,F 18-24,Doctor Trust,Paused,2025-10-24,16,154371.62,1537319.83,9.96,Not flagged,0.00,Excluded: roas_below_one.,/743
AD-0745,YouTube,F 18-24,Lifestyle,Paused,2025-09-07,88,142525.26,2148245.13,15.07,Not flagged,0.00,Excluded: roas_below_one.,/744
AD-0746,Meta,M 35-44,Product Demo,Completed,2025-05-19,12,33370.8,126887.14,3.8,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/745
AD-0747,Instagram,F 35-44,Lifestyle,Active,2025-04-15,72,14456.52,993281.95,68.71,Not flagged,0.00,Excluded: roas_below_one.,/746
AD-0748,YouTube,F 35-44,Infographic,Completed,2025-07-03,67,89441.57,19006043.9,212.5,Not flagged,0.00,Excluded: roas_below_one.,/747
AD-0749,Meta,F 25-34,UGC Style,Completed,2025-07-06,6,199055.08,18721496.69,94.05,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/748
AD-0750,Meta,F 25-34,Infographic,Active,2025-01-23,72,126241.06,857157.26,6.79,Not flagged,0.00,Excluded: roas_below_one.,/749
AD-0751,Instagram,M 35-44,Before/After,Active,2025-04-06,4,150358.33,18811631.99,125.11,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/750
AD-0752,YouTube,M 35-44,UGC Style,Active,2025-09-27,18,78935.29,4921244.64,62.35,Not flagged,0.00,Excluded: roas_below_one.,/751
AD-0753,Google,M 35-44,Infographic,Completed,2025-04-10,58,158332.57,34108486.72,215.42,Not flagged,0.00,Excluded: roas_below_one.,/752
AD-0754,Instagram,F 25-34,Infographic,Active,2025-09-04,13,89781.75,6526044.3,72.69,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/753
AD-0755,Meta,F 25-34,UGC Style,Paused,2025-05-25,20,165040.19,1980005.81,12,Not flagged,0.00,Excluded: roas_below_one.,/754
AD-0756,Meta,F 25-34,UGC Style,Paused,2025-04-13,65,8624.44,362628.67,42.05,Not flagged,0.00,Excluded: roas_below_one.,/755
AD-0757,YouTube,F 18-24,Testimonial,Completed,2025-05-13,56,82019.59,7580899.42,92.43,Not flagged,0.00,Excluded: roas_below_one.,/756
AD-0758,YouTube,M 35-44,Lifestyle,Active,2025-02-05,82,106126.13,2491733.69,23.48,Not flagged,0.00,Excluded: roas_below_one.,/757
AD-0759,YouTube,M 18-24,Infographic,Completed,2025-03-11,72,196538.05,4660220.17,23.71,Not flagged,0.00,Excluded: roas_below_one.,/758
AD-0760,Instagram,M 18-24,Testimonial,Paused,2025-05-25,9,156488.27,12706161.52,81.2,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/759
AD-0761,YouTube,F 25-34,Product Demo,Completed,2025-03-16,19,85936.66,22588284.12,262.85,Not flagged,0.00,Excluded: roas_below_one.,/760
AD-0762,Meta,F 18-24,Product Demo,Active,2025-10-10,83,17981.73,791672.76,44.03,Not flagged,0.00,Excluded: roas_below_one.,/761
AD-0763,Instagram,F 18-24,Testimonial,Paused,2025-03-14,82,150780.05,8010044.79,53.12,Not flagged,0.00,Excluded: roas_below_one.,/762
AD-0764,Meta,F 25-34,Testimonial,Paused,2025-05-09,75,196636.09,2454916.72,12.48,Not flagged,0.00,Excluded: roas_below_one.,/763
AD-0765,Google,M 25-34,UGC Style,Active,2025-08-09,59,89845.9,5448792.42,60.65,Not flagged,0.00,Excluded: roas_below_one.,/764
AD-0766,Meta,M 25-34,Lifestyle,Active,2025-06-11,32,15033.31,3224449.19,214.49,Not flagged,0.00,Excluded: roas_below_one.,/765
AD-0767,Meta,M 25-34,Lifestyle,Active,2025-03-01,56,96571.55,24448086.7,253.16,Not flagged,0.00,Excluded: roas_below_one.,/766
AD-0768,Google,M 18-24,Before/After,Paused,2025-05-23,13,18822.03,2369310.84,125.88,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/767
AD-0769,Instagram,M 25-34,Doctor Trust,Completed,2025-04-13,11,186700.22,8339766.13,44.67,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/768
AD-0770,YouTube,M 25-34,Infographic,Paused,2025-10-20,72,124581.35,25541816.71,205.02,Not flagged,0.00,Excluded: roas_below_one.,/769
AD-0771,Meta,F 18-24,Infographic,Paused,2025-10-04,60,113418.27,48206050.68,425.03,Not flagged,0.00,Excluded: roas_below_one.,/770
AD-0772,Instagram,M 18-24,Celebrity Endorsement,Active,2025-11-24,47,155584.68,11160877.9,71.74,Not flagged,0.00,Excluded: roas_below_one.,/771
AD-0773,Google,M 35-44,Lifestyle,Completed,2025-02-15,84,44282.24,613171.78,13.85,Not flagged,0.00,Excluded: roas_below_one.,/772
AD-0774,Instagram,M 25-34,UGC Style,Paused,2025-09-26,68,186895,32525510.5,174.03,Not flagged,0.00,Excluded: roas_below_one.,/773
AD-0775,YouTube,F 25-34,Product Demo,Active,2025-07-21,85,113916.39,5466090.71,47.98,Not flagged,0.00,Excluded: roas_below_one.,/774
AD-0776,Instagram,M 35-44,UGC Style,Paused,2025-08-08,4,44122.19,7898004.71,179,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/775
AD-0777,Meta,F 25-34,Product Demo,Completed,2025-08-07,38,60392.55,963235.07,15.95,Not flagged,0.00,Excluded: roas_below_one.,/776
AD-0778,Meta,M 35-44,Before/After,Active,2025-08-17,35,70931.9,1059162.85,14.93,Not flagged,0.00,Excluded: roas_below_one.,/777
AD-0779,Meta,M 25-34,Infographic,Active,2025-02-11,20,122444.4,10503536.49,85.78,Not flagged,0.00,Excluded: roas_below_one.,/778
AD-0780,Meta,M 25-34,Infographic,Paused,2025-10-15,35,67456.41,27693368.16,410.54,Not flagged,0.00,Excluded: roas_below_one.,/779
AD-0781,YouTube,M 25-34,Doctor Trust,Active,2025-10-20,55,156229.05,17397643.58,111.36,Not flagged,0.00,Excluded: roas_below_one.,/780
AD-0782,Google,M 25-34,Infographic,Active,2025-11-26,6,27049.43,798033.22,29.5,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/781
AD-0783,YouTube,M 25-34,UGC Style,Paused,2025-08-23,20,31831.81,249746.5,7.85,Not flagged,0.00,Excluded: roas_below_one.,/782
AD-0784,YouTube,M 25-34,Testimonial,Completed,2025-06-13,5,140323.61,35710152.09,254.48,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/783
AD-0785,Google,F 35-44,Before/After,Completed,2025-02-27,26,137468.24,27637136.11,201.04,Not flagged,0.00,Excluded: roas_below_one.,/784
AD-0786,YouTube,F 35-44,Product Demo,Paused,2025-02-20,34,182261.2,2312050.83,12.69,Not flagged,0.00,Excluded: roas_below_one.,/785
AD-0787,Meta,M 25-34,UGC Style,Paused,2025-09-07,87,56452.44,429442.45,7.61,Not flagged,0.00,Excluded: roas_below_one.,/786
AD-0788,YouTube,F 25-34,Testimonial,Paused,2025-05-15,7,70907.82,685038.42,9.66,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/787
AD-0789,Meta,F 35-44,Lifestyle,Paused,2025-03-20,20,135865.87,24629268.81,181.28,Not flagged,0.00,Excluded: roas_below_one.,/788
AD-0790,Meta,F 25-34,Celebrity Endorsement,Active,2025-05-24,71,98908.62,23186815.45,234.43,Not flagged,0.00,Excluded: roas_below_one.,/789
AD-0791,Instagram,F 25-34,Product Demo,Completed,2025-11-27,49,163248.58,15249361.31,93.41,Not flagged,0.00,Excluded: roas_below_one.,/790
AD-0792,YouTube,M 25-34,Before/After,Completed,2025-08-24,75,11563.92,121167.36,10.48,Not flagged,0.00,Excluded: roas_below_one.,/791
AD-0793,Instagram,M 35-44,Product Demo,Completed,2025-04-27,22,130633.76,214350.98,1.64,Not flagged,0.00,Excluded: roas_below_one.,/792
AD-0794,Google,M 18-24,Infographic,Paused,2025-02-27,37,148737.7,4024991.86,27.06,Not flagged,0.00,Excluded: roas_below_one.,/793
AD-0795,Instagram,M 35-44,Before/After,Completed,2025-02-21,55,155567.54,25184946.19,161.89,Not flagged,0.00,Excluded: roas_below_one.,/794
AD-0796,Instagram,F 25-34,Infographic,Active,2025-07-12,80,185476.09,6310437.34,34.02,Not flagged,0.00,Excluded: roas_below_one.,/795
AD-0797,Instagram,F 25-34,UGC Style,Paused,2025-08-21,2,104398.78,5721723.49,54.81,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/796
AD-0798,Meta,M 18-24,Lifestyle,Completed,2025-04-14,6,89670.9,5805855.89,64.75,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/797
AD-0799,Google,M 25-34,Doctor Trust,Paused,2025-03-25,64,40327.3,331590.11,8.22,Not flagged,0.00,Excluded: roas_below_one.,/798
AD-0800,Meta,F 35-44,Lifestyle,Completed,2025-03-16,64,67324.37,12269404.31,182.24,Not flagged,0.00,Excluded: roas_below_one.,/799
